Brand,Product Name,Product Unit,Product Price,Pricing Unit,Secondary Price,Before Price,Valid Date,Image URL,Page URL
KRAFT,"Dessert Topping Mix, Dream Whip",42.5 g,"$3.49
 ea.",,$4.11 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-132
SELECTION,Ocean Breeze Scented Liquid Laundry Detergent,40 loads-1.8 L,"$4.49
 ea.",,$0.11 /load,"Regular price
$5.49  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/hf3/h91/11521001979934.jpg,https://www.metro.ca/en/online-grocery/search-page-132
PILLSBURY,Flaky Rolls Dough,340 g,"$3.99
 ea.",,$1.17 /100g,,,https://product-images.metro.ca/images/h72/h41/11401276653598.jpg,https://www.metro.ca/en/online-grocery/search-page-132
PREMIÈRE MOISSON,Smoked Turkey Breast,,"$4.99
 / 100 g",,$49.90 /kg$22.63 /lb.,,,https://product-images.metro.ca/images/h68/h4a/9961689481246.jpg,https://www.metro.ca/en/online-grocery/search-page-132
BICK'S,50% Less Salt Garlic Baby Dills Pickles,1 L,"$6.49
 ea.",,$0.65 /100ml,,,https://product-images.metro.ca/images/h54/hd4/10183847936030.jpg,https://www.metro.ca/en/online-grocery/search-page-132
M&M'S,Milk Chocolate Candies,200 g,"$5.49
 ea.",,$2.75 /100g,"Regular price
$7.29  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h5c/h42/11449494110238.jpg,https://www.metro.ca/en/online-grocery/search-page-132
IRRESISTIBLES,Hot Capicollo,150 g,"$5.99
 ea.",,$3.99 /100g,,,https://product-images.metro.ca/images/h43/h1a/11094849486878.jpg,https://www.metro.ca/en/online-grocery/search-page-132
CLUB HOUSE,Premium Artificial Vanilla Extract,125 mL,"$5.99
 ea.",,$4.79 /100ml,"Regular price
$7.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h70/hca/10918221250590.jpg,https://www.metro.ca/en/online-grocery/search-page-132
,Organic Celery Hearts,1 un,"$4.99
 ea.",,$4.99 /un.,,,https://product-images.metro.ca/images/h9f/hbd/8893485907998.jpg,https://www.metro.ca/en/online-grocery/search-page-132
PREMIÈRE MOISSON,Old-Fashioned Cretons,150 g,"$5.99
 ea.",,$3.99 /100g,,,https://product-images.metro.ca/images/hce/h78/10841495896094.jpg,https://www.metro.ca/en/online-grocery/search-page-132
SELECTION,Frozen Vegetable Egg Rolls,570 g,"$6.99
 ea.",,$1.23 /100g,,,https://product-images.metro.ca/images/he5/h06/10822669697054.jpg,https://www.metro.ca/en/online-grocery/search-page-132
RESOLVE,Laundry Stain Remover Spray,946 ml,"$6.79
 ea.",,$0.72 /100ml,,,https://product-images.metro.ca/images/hd2/h6e/9719468130334.jpg,https://www.metro.ca/en/online-grocery/search-page-132
OLD EL PASO,Soft Tortilla Bowls,8 un,"$3.49
 ea.",,$1.85 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h85/h10/12354364571678.jpg,https://www.metro.ca/en/online-grocery/search-page-132
SELECTION,Rich Dark Roast Instant Coffee,200 g,"$4.49
 ea.",,$2.25 /100g,"Regular price
$5.49  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h12/h31/8946299895838.jpg,https://www.metro.ca/en/online-grocery/search-page-132
KRAFT,"Whipped Topping In Aerosol, Cool Whip",225 g,"$5.29
 ea.",,$2.35 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-132
FONTAINE SANTÉ,Spinach Dip,420 g,"$6.99
 ea.",,$1.66 /100g,"Regular price
$7.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h90/hac/11133614456862.jpg,https://www.metro.ca/en/online-grocery/search-page-132
BOUNCE,Free & Gentle™ Fabric Softener Sheets,80 sheets,"$6.99
 ea.",,$0.09 /load,,,https://product-images.metro.ca/images/h35/h91/10433072103454.jpg,https://www.metro.ca/en/online-grocery/search-page-132
PLAISIRS GASTRONOMIQUES,Spinach Quiche,550 g,"$9.99
 ea.",,$1.82 /100g,,,https://product-images.metro.ca/images/h42/ha4/9529747800094.jpg,https://www.metro.ca/en/online-grocery/search-page-132
FRISKIES,"Seafood Wet Cat Food, Pâté",156 g,"$1.49
 ea.",,$0.96 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-132
FLEISCHMANN'S,Double Acting Baking Powder,340 g,"$4.99
 ea.",,$1.47 /100g,,,https://product-images.metro.ca/images/h82/h27/11188443086878.jpg,https://www.metro.ca/en/online-grocery/search-page-132
ALEXIS DE PORTNEUF,Camembert De Portneuf Cheese,300 g,"$11.99
 ea.",,$4.00 /100g,"Regular price
$12.49  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h68/hb2/11157659779102.jpg,https://www.metro.ca/en/online-grocery/search-page-132
MADEGOOD,Chocolate Chip Crispy Squares,6x22 g,"$3.99
 ea.",,$3.02 /100g,"Regular price
$4.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h62/h0e/11696052011038.jpg,https://www.metro.ca/en/online-grocery/search-page-132
PILLSBURY,"Wildberry Pastries With Icing, Toaster Strudel",326 g,"$2.99
 ea.",,$0.92 /100g,"Regular price
$4.49  ea.","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-133
CELESTIAL SEASONINGS,Fruit Sampler Herbal Tea Bags,20 un,"$4.99
 ea.",,$12.17 /100un.,,,https://product-images.metro.ca/images/hc9/h7c/12210133008414.jpg,https://www.metro.ca/en/online-grocery/search-page-133
FRISKIES,"Whitefish And Tuna Cat Food, Pâté",156 g,"$1.49
 ea.",,$0.96 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-133
SELECTION,Whipped Dressing,890 mL,"$4.99
 ea.",,$0.56 /100ml,"Regular price
$5.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/hb9/h8b/11521167654942.jpg,https://www.metro.ca/en/online-grocery/search-page-133
METROGO!,Greek-Style Shrimp Salad,,"$9.69
 avg. ea.",,$24.23 /kg$10.99 /lb.,,,https://product-images.metro.ca/images/h27/haa/8900506451998.jpg,https://www.metro.ca/en/online-grocery/search-page-133
RUFFLES,Onion Flavoured Dip,425 g,"$5.79
 ea.",,$1.36 /100g,,,https://product-images.metro.ca/images/hb1/h4f/11860658880542.jpg,https://www.metro.ca/en/online-grocery/search-page-133
SELECTION,Pretzel Twists,400 g,"$3.99
 ea.",,$1.00 /100g,,,https://product-images.metro.ca/images/h3e/h91/10695657226270.jpg,https://www.metro.ca/en/online-grocery/search-page-133
IVORY,Original Soap Bars,10x90 g,"$8.49
 ea.",,$0.94 /100g,,,https://product-images.metro.ca/images/h21/h27/11574046130206.jpg,https://www.metro.ca/en/online-grocery/search-page-133
OLAY,"Ultra Moisture Soap Bars With Shea Butter, Ultra Moi...",4x90 g,"$9.29
 ea.",,$2.58 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-133
BEL GAUFRE,Vanilla Waffles,6 un,"$6.99
 ea.",,$1.75 /100g,,,https://product-images.metro.ca/images/h9f/hf8/10918235799582.jpg,https://www.metro.ca/en/online-grocery/search-page-133
MAGNUM,Mini Double Caramel Ice Cream Bars,4x55 mL,"$7.99
 ea.",,$3.63 /100ml,,,https://product-images.metro.ca/images/he9/h41/10727310884894.jpg,https://www.metro.ca/en/online-grocery/search-page-133
DOLE,Peaches In Strawberry Gel Cups,4x123 g,"$4.49
 ea.",,$0.91 /100g,,,https://product-images.metro.ca/images/h33/h50/9522432802846.jpg,https://www.metro.ca/en/online-grocery/search-page-133
LINDT,"Gold Surfin Dark Chocolate Bar, Swiss Classic",300 g,"$9.99
 ea.",,$3.33 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-133
FONTAINE SANTÉ,Mini Hummus Single Servings,6x57 g,"$6.99
 ea.",,$2.04 /100g,,,https://product-images.metro.ca/images/h77/he7/9533232611358.jpg,https://www.metro.ca/en/online-grocery/search-page-133
KINDER SURPRISE,Milk Chocolate Eggs With Surprise Toy,3x20 g,"$5.29
 ea.",,$8.82 /100g,"Regular price
$5.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/ha4/hca/12191645204510.jpg,https://www.metro.ca/en/online-grocery/search-page-133
HERSHEY'S,Creamy Milk Chocolate Bar,45 g,"$1.69
 ea.",,$3.76 /100g,,,https://product-images.metro.ca/images/ha1/hd8/10188607979550.jpg,https://www.metro.ca/en/online-grocery/search-page-133
IRRESISTIBLES,"Parmesan Dried Sausage, Artisan",300 g,"2 / 
$19.99",,or $11.49 ea. $3.33 /100g,,"Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-133
DÉLICES D'AUTREFOIS,Homestyle Meat Sauce,700 mL,"$7.79
 ea.",,$1.11 /100ml,,,https://product-images.metro.ca/images/hbe/h97/9533286973470.jpg,https://www.metro.ca/en/online-grocery/search-page-133
CREST,"Mouthwash In Original Mint Flavour, Scope",1 L,"$7.99
 ea.",,$0.80 /100L,,,,https://www.metro.ca/en/online-grocery/search-page-133
SILK,Unsweetened Almond Plant-Based Beverage,946 mL,"$3.39
 ea.",,$0.36 /100ml,,,https://product-images.metro.ca/images/h8b/h14/10498103705630.jpg,https://www.metro.ca/en/online-grocery/search-page-133
MASTRO,Salametti Salami,300 g,"$10.99
 ea.",,$3.66 /100g,,,https://product-images.metro.ca/images/hbc/h23/9156528865310.jpg,https://www.metro.ca/en/online-grocery/search-page-133
GOOD THINS,Gluten Free Sesame Rice Crackers,100 g,"$4.99
 ea.",,$4.99 /100g,,,https://product-images.metro.ca/images/h6c/h7f/11829808758814.jpg,https://www.metro.ca/en/online-grocery/search-page-133
SELECTION,Ground Turmeric,75 g,"$1.99
 ea.",,$2.65 /100g,,,https://product-images.metro.ca/images/h8c/h26/9020177121310.jpg,https://www.metro.ca/en/online-grocery/search-page-133
KRONENBOURG 1664,"French White Beer With A Hint Of Citrus, Blanc",4x500 mL - cans,"2 / 
$23.98",,or $13.99 ea. $0.60 /100ml,"Regular price
$14.99  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-133
SELECTION,Smoked Salmon Flavoured Cream Cheese Spread,227 g,"$3.49
 ea.",,$1.54 /100g,"Regular price
$3.99  ea.","Valid until Feb 14, 2024",https://product-images.metro.ca/images/h9e/h62/10904137433118.jpg,https://www.metro.ca/en/online-grocery/search-page-133
SELECTION,Extra Butter Flavoured Pop Corn,282 g,"$2.49
 ea.",,$0.88 /100g,"Regular price
$3.29  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h41/h6a/8822679240734.jpg,https://www.metro.ca/en/online-grocery/search-page-133
SELECTION,Frozen Slow Cooker Vegetable Mix,750 g,"$3.49
 ea.",,$0.47 /100g,"Regular price
$4.49  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h83/h8a/9836182634526.jpg,https://www.metro.ca/en/online-grocery/search-page-133
HALLS,"Regular Cough Drops, Mentho-Lyptus",9 drops,"$1.89
 ea.",,$1.89 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-133
SELECTION,Glass Cleaning Spray,950 mL,"$2.19
 ea.",,$0.23 /100ml,,,https://product-images.metro.ca/images/h3a/h82/11520999948318.jpg,https://www.metro.ca/en/online-grocery/search-page-133
METROGO!,Melon And Berry Salad,Small,"$3.49
 ea.",,$0.93 /100g,,,https://product-images.metro.ca/images/hf1/hb3/8837053055006.jpg,https://www.metro.ca/en/online-grocery/search-page-133
BLUE DRAGON,Sesame Oil,150 mL,"$5.49
 ea.",,$3.66 /100ml,"Regular price
$6.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h09/hf9/9753134333982.jpg,https://www.metro.ca/en/online-grocery/search-page-134
PEPSI,Diet Soft Drink,1 L,"$2.19
 ea.",,$0.22 /100ml,,,https://product-images.metro.ca/images/h3d/h33/12354336817182.jpg,https://www.metro.ca/en/online-grocery/search-page-134
CARLOS PEPITO,"Original Red Sangria Style Cider Cocktail, Bella San...",4 L,"$20.99
 ea.",,$0.52 /100ml,"Regular price
$24.99  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-134
BUD LIGHT,Light Blonde Lager Beer,24x341 mL - bottles,"$36.99
 ea.",,$0.45 /100ml,,,https://product-images.metro.ca/images/h66/h7c/10123695620126.jpg,https://www.metro.ca/en/online-grocery/search-page-134
KRONENBOURG 1664,"Flavoured French White Beer, Blanc",6x330 mL - bottles,"$14.99
 ea.",,$0.76 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-134
HEINZ,Seafood Sauce,285 mL,"$2.99
 ea.",,$1.05 /100ml,"Regular price
$3.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h70/hd7/9986900656158.jpg,https://www.metro.ca/en/online-grocery/search-page-134
FONTAINE SANTÉ,Roasted Red Pepper Hummus,454 g,"$6.99
 ea.",,$1.54 /100g,"Regular price
$7.49  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h2a/h20/11133612556318.jpg,https://www.metro.ca/en/online-grocery/search-page-134
,Mini Seedless Watermelon,Sold individually,"$5.99
 ea.",,$5.99 /un.,,,https://product-images.metro.ca/images/hfe/he5/8874245292062.jpg,https://www.metro.ca/en/online-grocery/search-page-134
KRAFT,Smooth Peanut Butter,2 kg,"$14.99
 ea.",,$0.75 /100g,,,https://product-images.metro.ca/images/he1/h35/10778623475742.jpg,https://www.metro.ca/en/online-grocery/search-page-134
LACTANTIA,"1% Milk, PurFiltre",1.5 L,"$5.29
 ea.",,$0.35 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-134
À TABLE!,Vegetarian Beans,450 mL,"$4.49
 ea.",,$1.00 /100ml,"Regular price
$4.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h5c/h78/11521072300062.jpg,https://www.metro.ca/en/online-grocery/search-page-134
TEMPTATIONS,"Beef Flavoured Cat Treats, Mega-Pack",180 g,"$3.79
 ea.",,$2.11 /100g,"Regular price
$4.79  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-134
LINDT,"Assorted Chocolate Truffles, Lindor",150 g,"$7.79
 ea.",,$5.19 /100g,"Regular price
$8.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-134
METROGO!,Sublime Berry Mix,Large,"$15.99
 ea.",,$2.67 /100g,,,https://product-images.metro.ca/images/h27/hd7/8837148606494.jpg,https://www.metro.ca/en/online-grocery/search-page-134
MINUTE RICE,Ready-To-Serve Vegetable Medley Rice,2x125 g,"2 / 
$5.50",,$1.10 /100g,"Regular price
$3.29  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h91/hb1/10685957734430.jpg,https://www.metro.ca/en/online-grocery/search-page-134
OCEAN SPRAY,Cranberry Cocktail,950 mL,"$3.79
 ea.",,$0.40 /100ml,,,https://product-images.metro.ca/images/hc7/he2/11829769568286.jpg,https://www.metro.ca/en/online-grocery/search-page-134
MINUTE RICE,Ready-To-Serve Jasmine Rice,2x125 g,"2 / 
$5.50",,$1.10 /100g,"Regular price
$3.29  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h0d/h0d/10686017962014.jpg,https://www.metro.ca/en/online-grocery/search-page-134
SELECTION,Condensed Chicken Noodle Soup,284 mL,"2 / 
$2.22",,$0.39 /100ml,"Regular price
$2.29  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h91/heb/10134495690782.jpg,https://www.metro.ca/en/online-grocery/search-page-134
METROGO!,Tasty Cut Vegetable Platter,,"$6.99
 ea.",,$1.40 /100g,"Regular price
$9.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h21/h9a/8837048991774.jpg,https://www.metro.ca/en/online-grocery/search-page-134
DELVERDE,Tagliatelle A Nido N°82,250 g,"2 / 
$5.00",,$1.00 /100g,"Regular price
$3.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/ha1/h12/9530206322718.jpg,https://www.metro.ca/en/online-grocery/search-page-134
SELECTION,Petit Beurre Cookies,300 g,"$2.99
 ea.",,$1.00 /100g,"Regular price
$3.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h71/h08/9518667759646.jpg,https://www.metro.ca/en/online-grocery/search-page-134
HEINEKEN,"Non-Alcoholic Dutch Lager Beer, 0.0",6x330 mL - cans,"$13.49
 ea.",,$0.34 /100ml,"Regular price
$15.49  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-134
FLEISCHMANN'S,"Instant Yeast, Quick-Rise",113 g,"$5.79
 ea.",,$5.12 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-134
SELECTION,Sesame Oil,185 mL,"$4.29
 ea.",,$2.32 /100ml,,,https://product-images.metro.ca/images/h68/h70/10344217772062.jpg,https://www.metro.ca/en/online-grocery/search-page-134
VH,Butter Chicken Cooking Sauce,341 mL,"2 / 
$8.00",,$1.17 /100ml,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/hdc/hcb/9519048949790.jpg,https://www.metro.ca/en/online-grocery/search-page-134
METROGO!,"Beef Skewers With Vegetables, Value Pack",4 kabobs per tray,"$20.82
 avg. ea.",(900 g avg.),$23.13 /kg$10.49 /lb.,"Regular price
$24.23  avg. kg","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-134
SUN GLO,Scouring Sponges,3 units per package,"$1.99
 ea.",,$1.99 /un.,,,https://product-images.metro.ca/images/h9f/h9a/9218897444894.jpg,https://www.metro.ca/en/online-grocery/search-page-134
IRRESISTIBLES,Raisin And Rosemary Crackers,150 g,"3 / 
$11.97",,or $4.99 ea. $2.66 /100g,"Regular price
$5.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h83/h98/9518354890782.jpg,https://www.metro.ca/en/online-grocery/search-page-134
FANTASTIK,Original All-Purpose Cleaning Spray,650 ml,"$6.49
 ea.",,$1.00 /100ml,,,https://product-images.metro.ca/images/h9e/h97/10286943633438.jpg,https://www.metro.ca/en/online-grocery/search-page-134
BUBLY,Lime Flavoured Sparkling Water,12x355 mL - cans,"2 / 
$11.48",,or $6.49 ea. $0.13 /100ml,,"Valid until Feb 7, 2024",https://product-images.metro.ca/images/hb5/h26/10135965040670.jpg,https://www.metro.ca/en/online-grocery/search-page-134
SENSODYNE,Fresh Mint Toothpaste For Sensitive Teeth,100 mL,"$5.99
 ea.",,$5.99 /100ml,,,https://product-images.metro.ca/images/hda/hbb/12196735254558.jpg,https://www.metro.ca/en/online-grocery/search-page-135
KRAFT,Sun-Dried Tomato & Oregano Dressing,475 mL,"$4.49
 ea.",,$0.95 /100ml,,,https://product-images.metro.ca/images/h8e/h60/12174883422238.jpg,https://www.metro.ca/en/online-grocery/search-page-135
BONNE MAMAN,Wild Blueberry Jam,250 mL,"$7.49
 ea.",,$3.00 /100ml,,,https://product-images.metro.ca/images/h60/hc8/9529925861406.jpg,https://www.metro.ca/en/online-grocery/search-page-135
SELECTION,Reduced Salt Chicken Noodle Soup Mix,4 un,"2 / 
$5.00",,$0.63 /un.,"Regular price
$3.49  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h51/hdd/11205008031774.jpg,https://www.metro.ca/en/online-grocery/search-page-135
SKOTIDAKIS,2% Plain Greek Yogurt,908 g,"$5.99
 ea.",,$0.66 /100g,"Regular price
$8.49  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h30/h22/11570833457182.jpg,https://www.metro.ca/en/online-grocery/search-page-135
DAINTY,Long And Wild Cooked Rice With Fine Herbs,350 g,"$2.99
 ea.",,$0.85 /100g,,,https://product-images.metro.ca/images/h52/h54/10715307966494.jpg,https://www.metro.ca/en/online-grocery/search-page-135
NUTS TO YOU NUT BUTTER,Smooth Almond Butter,250 g,"$8.49
 ea.",,$3.40 /100g,,,https://product-images.metro.ca/images/he7/h64/11401324101662.jpg,https://www.metro.ca/en/online-grocery/search-page-135
MAYNARDS,"Original Kid Shaped Sour Gummies, Sour Patch Kids",355 g,"$5.49
 ea.",,$1.55 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-135
SELECTION,Cheese Sticks,285 g,"$3.99
 ea.",,$1.40 /100g,,,https://product-images.metro.ca/images/h14/h02/8821324283934.jpg,https://www.metro.ca/en/online-grocery/search-page-135
CHANTEPOM,Sparkling Apple Juice,750 mL,"$6.99
 ea.",,$0.93 /100ml,,,https://product-images.metro.ca/images/h0e/h7d/9910109569054.jpg,https://www.metro.ca/en/online-grocery/search-page-135
CATELLI,Whole Wheat Macaroni,375 g,"$3.99
 ea.",,$1.06 /100g,,,https://product-images.metro.ca/images/he2/h9c/11374817542174.jpg,https://www.metro.ca/en/online-grocery/search-page-135
ALLEN'S,Peach Cocktail,1 L,"$1.99
 ea.",,$0.20 /100ml,"Regular price
$2.29  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h37/he5/10715388018718.jpg,https://www.metro.ca/en/online-grocery/search-page-135
WHEAT THINS,Sundried Tomato & Basil Wheat Crackers,200 g,"$3.49
 ea.",,$1.75 /100g,"Regular price
$4.19  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h8e/h89/9526515990558.jpg,https://www.metro.ca/en/online-grocery/search-page-135
QUÉBON,1% Milk,2 L,"$5.29
 ea.",,$0.26 /100ml,,,https://product-images.metro.ca/images/h83/hbd/11401276588062.jpg,https://www.metro.ca/en/online-grocery/search-page-135
ST-HUBERT,Spreadable Chicken,375 g,"$9.99
 ea.",,$2.66 /100g,"Regular price
$10.49  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hc4/h4d/11333001183262.jpg,https://www.metro.ca/en/online-grocery/search-page-135
PALMOLIVE,"Orange Citrus Scented Liquid Dish Soap, Ultra",591 mL,"$2.99
 ea.",,$0.51 /100ml,"Regular price
$3.99  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-135
OLIVIERI,3 Cheese Rainbow Tortellini,350 g,"$6.99
 ea.",,$2.00 /100g,,,https://product-images.metro.ca/images/h88/h13/10685928407070.jpg,https://www.metro.ca/en/online-grocery/search-page-135
NABOB,"Café Crema T Discs, Tassimo",14 un,"$10.49
 ea.",,$0.75 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-135
IRRESISTIBLES,"Medium Roast K-Cup Coffee Pods, Colombian Blend",12 un,"$6.99
 ea.",,$0.58 /un.,"Regular price
$7.99  ea.","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-135
STEFANO'S,Italian Bakery Pizza,900 g,"$9.99
 ea.",,$1.11 /100g,,,https://product-images.metro.ca/images/h4a/h6c/10101029339166.jpg,https://www.metro.ca/en/online-grocery/search-page-135
GATORADE,"Orange Flavoured Sport Drink Beverage, G2 Performer",6x591 mL,"$5.99
 ea.",,$0.17 /100ml,"Regular price
$7.99  ea.","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-135
FONTAINE SANTÉ,Fresh Basil Pesto,180 g,"$7.99
 ea.",,$4.44 /100g,,,https://product-images.metro.ca/images/h39/haa/9532851847198.jpg,https://www.metro.ca/en/online-grocery/search-page-135
SELECTION,Low-Fat Chicken Noodle Soup Mix,4 un,"2 / 
$5.00",,$0.63 /un.,"Regular price
$3.49  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h56/hd5/11205012422686.jpg,https://www.metro.ca/en/online-grocery/search-page-135
,Medley Of Greenhouse Tomatoes,283 g,"$5.99
 ea.",,$2.12 /100g,,,https://product-images.metro.ca/images/h5e/hbc/9363138150430.jpg,https://www.metro.ca/en/online-grocery/search-page-135
SELECTION,Honey Flavoured Prepared Mustard,325 mL,"$3.29
 ea.",,$1.01 /100ml,,,https://product-images.metro.ca/images/h80/hcd/9445015519262.jpg,https://www.metro.ca/en/online-grocery/search-page-135
KELLOGG'S,"Honey And Almond Cereal Bars, Kashi","5 bars, 175 g","$5.29
 ea.",,$3.02 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-135
MAGNUM,Almond Flavoured Ice Cream Bars,3x100 mL,"$7.99
 ea.",,$2.66 /100ml,,,https://product-images.metro.ca/images/h72/h1f/10727314817054.jpg,https://www.metro.ca/en/online-grocery/search-page-135
IRRESISTIBLES,"Frozen Garlic And Herb Jumbo Butterfly Shrimp, The F...",340 g,"$12.99
 ea.",,$3.82 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-135
MAXWELL HOUSE,Dark Roast Instant Coffee,150 g,"$5.99
 ea.",,$3.99 /100g,,,https://product-images.metro.ca/images/h61/h2d/9730794881054.jpg,https://www.metro.ca/en/online-grocery/search-page-135
REDPATH,Sugar Cubes,500 g,"$3.49
 ea.",,$0.70 /100g,,,https://product-images.metro.ca/images/h04/h21/10518317072414.jpg,https://www.metro.ca/en/online-grocery/search-page-135
SELECTION,Alphabet Pasta,375 g,"$1.47
 ea.",,$0.39 /100g,"Regular price
$2.69  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hc0/hdf/12191689441310.jpg,https://www.metro.ca/en/online-grocery/search-page-136
SWANSON,Fried Chicken With Mashed Potatoes And Corn,280 g,"$4.99
 ea.",,$1.78 /100g,"Regular price
$5.49  ea.","Valid until Feb 14, 2024",https://product-images.metro.ca/images/h50/h2d/11829769764894.jpg,https://www.metro.ca/en/online-grocery/search-page-136
SELECTION,Toupie Style Smoked Ham Center Slices,2 slices per tray,"$4.62
 avg. ea.",(300 g avg.),$15.41 /kg$6.99 /lb.,"Regular price
$16.51  avg. kg","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hfb/h19/9233906401310.jpg,https://www.metro.ca/en/online-grocery/search-page-136
CASCADE,"Fresh Scented Dishwasher Detergent Pacs, Platinum Ac...",16 un,"$9.49
 ea.",,$0.59 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-136
MERIT,Fruit Flan,550 g,"$10.99
 ea.",,$2.00 /100g,,,https://product-images.metro.ca/images/h6a/h44/10768873914398.jpg,https://www.metro.ca/en/online-grocery/search-page-136
FUDGEEO,Double Stuf Cookies,303 g,"$3.79
 ea.",,$1.25 /100g,"Regular price
$4.79  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h79/h34/9527292002334.jpg,https://www.metro.ca/en/online-grocery/search-page-136
CROWN,"Corn Syrup, Lily White",500 mL,"$4.79
 ea.",,$0.96 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-136
NATUR-A,Unsweetened Fortified Almond Beverage,946 mL,"$3.49
 ea.",,$0.37 /100ml,,,https://product-images.metro.ca/images/h03/hb0/11627063148574.jpg,https://www.metro.ca/en/online-grocery/search-page-136
ARIZONA,Ginseng And Honey Green Iced Tea,960 mL,"$2.39
 ea.",,$0.25 /100ml,,,https://product-images.metro.ca/images/hed/hf8/12174922088478.jpg,https://www.metro.ca/en/online-grocery/search-page-136
RESOLVE,"Laundry Stain Removing Spray, Oxi-Action",650 ml,"$6.49
 ea.",,$1.00 /100ml,"Regular price
$7.29  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-136
FROMAGERIE PERRON,Cheddar Cheese Aged 2 Years,170 g,"$8.99
 ea.",,$5.29 /100g,"Regular price
$9.79  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h4d/ha1/8833955987486.jpg,https://www.metro.ca/en/online-grocery/search-page-136
,"Organic Apple, Honeycrisp",Sold individually,"$1.76
 avg. ea.",(200 g avg.),$8.80 /kg$3.99 /lb.,,,,https://www.metro.ca/en/online-grocery/search-page-136
